/home/orchids/Documents/BTP_Vaishnavi_Joshitha/NewTrial/data/raw/train
100060438.wav	88320
102020274.wav	67360
102280059.wav	106400
000300310.wav	63360
002250120.wav	135360
101830403.wav	116320
000710248.wav	160640
000410486.wav	101280
100940245.wav	68800
000700210.wav	62400
100070485.wav	195040
000180165.wav	108640
100180304.wav	91840
102060163.wav	153120
101990090.wav	116640
000650111.wav	169760
000460043.wav	208640
100230297.wav	135520
000990403.wav	76800
101970196.wav	117120
101980315.wav	228320
000100313.wav	89120
100650435.wav	70080
000610038.wav	144640
000840088.wav	91360
100910400.wav	66240
101350475.wav	113600
102180498.wav	129904
102260131.wav	66720
101060191.wav	102720
101070044.wav	107360
100460060.wav	158400
000220446.wav	55680
100240020.wav	62864
001820397.wav	167360
102030102.wav	76000
000630108.wav	146560
100120336.wav	70880
101900431.wav	95200
001400415.wav	72320
100860141.wav	155200
000780284.wav	100000
000070260.wav	164480
100070385.wav	136160
000380116.wav	146560
000220486.wav	169120
102070419.wav	75520
000390065.wav	184960
100040461.wav	143520
000770234.wav	64640
002180355.wav	95520
101920327.wav	140480
000470439.wav	101664
002040273.wav	88160
100960167.wav	219040
100250418.wav	95040
101000476.wav	161120
002090195.wav	137120
102140359.wav	129600
101870271.wav	211200
001840220.wav	153440
001820224.wav	66080
102190347.wav	69600
101890320.wav	173600
002040008.wav	113280
100780102.wav	209920
100230175.wav	80160
001310414.wav	101920
102270272.wav	68176
100920049.wav	74720
000250005.wav	93296
100420425.wav	133280
102200277.wav	96000
000010294.wav	119680
100350427.wav	112960
001950125.wav	95040
102130204.wav	138880
100640187.wav	93440
002010025.wav	126880
000360173.wav	96160
102200132.wav	77440
002190285.wav	92992
001010071.wav	51360
100040038.wav	119200
002040388.wav	112160
000330004.wav	161440
001010228.wav	81280
002180337.wav	126720
100990489.wav	186720
100230268.wav	163840
100130005.wav	96576
000710063.wav	207520
002180435.wav	158240
002240296.wav	84640
102100200.wav	158720
000160253.wav	142080
001310093.wav	100320
002110165.wav	158880
000660237.wav	37616
000740311.wav	83680
001870169.wav	110560
100220301.wav	70880
101020136.wav	102880
102180351.wav	121440
000500222.wav	77440
100410438.wav	119680
100350404.wav	67184
100090121.wav	112480
100660390.wav	72480
002250391.wav	66240
000480453.wav	120160
100960183.wav	195360
102120136.wav	74560
102240096.wav	74256
000230215.wav	108160
002060494.wav	138880
001910320.wav	118496
000840026.wav	67360
001970315.wav	102080
000230476.wav	107200
102220409.wav	148000
100910295.wav	100480
100100287.wav	117600
002270085.wav	61616
000840265.wav	83360
100100059.wav	148320
002280126.wav	64800
002240316.wav	38064
102270075.wav	76736
102110064.wav	112160
102230441.wav	71520
001960329.wav	98560
100100111.wav	161440
100730437.wav	137600
000250470.wav	177920
101880060.wav	109600
000410487.wav	133600
100100281.wav	153760
000710212.wav	169440
102270043.wav	80480
002010188.wav	80480
000780039.wav	199360
002020406.wav	95040
100130048.wav	155520
100450056.wav	116640
000710096.wav	79040
100650303.wav	50240
102190393.wav	79312
002270255.wav	87792
000640231.wav	115680
102260079.wav	48800
000730127.wav	85920
102260279.wav	68640
102090148.wav	73600
000400416.wav	90720
002250244.wav	80480
000350162.wav	143520
000710379.wav	141920
100680466.wav	155360
000470295.wav	120320
001010308.wav	107680
100420017.wav	83200
102220008.wav	80960
100740166.wav	85280
001900008.wav	83520
000110037.wav	142880
000060418.wav	142400
001360293.wav	102240
000500206.wav	100480
101900021.wav	59200
000700115.wav	122080
000460177.wav	144480
002080186.wav	97600
102260377.wav	56960
002200043.wav	108064
001310376.wav	113920
100130018.wav	181120
001980163.wav	312800
001050376.wav	65600
100750314.wav	179360
000880299.wav	53920
102270453.wav	71168
001880119.wav	64640
100940418.wav	95360
100250002.wav	89824
102090412.wav	136160
100240394.wav	130240
000550297.wav	85120
001880427.wav	80160
100110081.wav	63520
002070272.wav	111760
002190375.wav	91152
100950212.wav	147360
000490185.wav	99520
102100431.wav	63520
002100247.wav	86880
000630218.wav	119680
101060453.wav	118880
002150350.wav	199840
000460386.wav	107840
101860071.wav	80800
002060157.wav	66608
100310236.wav	99840
100480112.wav	128960
000310177.wav	59360
000380187.wav	101920
101960375.wav	94560
102060346.wav	240000
000920231.wav	93440
002200315.wav	62880
000050303.wav	161120
000940006.wav	160800
100730469.wav	114400
100860194.wav	158240
000630165.wav	86720
100030004.wav	94784
001000198.wav	77712
102280010.wav	62672
002000223.wav	98400
000640176.wav	91360
002210477.wav	77120
001880275.wav	76160
000740425.wav	113440
001910486.wav	111840
001960211.wav	78240
002010152.wav	108480
001900126.wav	64640
000770220.wav	86560
000650332.wav	72160
102180416.wav	168640
101830168.wav	279040
002270328.wav	66800
000250221.wav	124320
002220240.wav	123360
100470094.wav	148640
100580347.wav	60320
001850489.wav	100640
102250222.wav	67200
100190029.wav	152800
001900026.wav	92960
000240218.wav	62080
100050064.wav	145280
102240322.wav	65120
102270389.wav	62464
000910093.wav	159680
000300395.wav	94400
000440331.wav	74400
102070487.wav	105760
100940435.wav	130080
002180394.wav	86560
001840192.wav	99360
002080157.wav	98720
000110420.wav	147040
000780371.wav	221440
101010036.wav	88480
100710454.wav	109920
002190406.wav	100800
101950135.wav	139040
101860045.wav	109920
001000038.wav	91360
100710057.wav	109440
001370235.wav	71808
002120255.wav	110240
100230073.wav	143776
000220298.wav	163520
100320086.wav	108000
100370218.wav	106080
101970163.wav	98080
100280362.wav	99840
100660059.wav	129280
100040201.wav	113760
000310427.wav	122240
002200053.wav	114736
100530264.wav	88320
000510255.wav	65920
000350493.wav	78400
000310310.wav	97920
100120316.wav	71360
001910100.wav	58720
101850068.wav	191360
100420120.wav	116640
000920065.wav	102080
101370202.wav	31776
000600212.wav	88000
100190072.wav	71840
002210393.wav	93280
100640134.wav	101760
001060029.wav	195200
001870108.wav	236800
000540052.wav	85440
002020093.wav	170560
001020425.wav	106560
100400236.wav	63520
102000272.wav	134880
000310268.wav	57120
100390269.wav	90560
100020269.wav	162080
002220477.wav	88704
000410075.wav	108800
100910127.wav	179040
100480205.wav	98880
100190161.wav	161488
000530472.wav	64320
101350169.wav	126720
001910164.wav	112000
102150014.wav	93760
101880313.wav	87840
100440355.wav	94880
000310489.wav	114400
101880414.wav	92640
000600139.wav	91840
001890100.wav	117920
000680498.wav	175200
102060202.wav	94240
100470194.wav	71200
000450005.wav	100640
100350051.wav	89440
000040436.wav	113280
100020235.wav	86240
101820316.wav	109920
101350486.wav	215040
000500152.wav	94880
000090290.wav	82400
002220434.wav	91200
000690100.wav	108000
100690351.wav	89920
101990106.wav	79200
100280250.wav	77440
000560371.wav	71840
100190221.wav	109120
001990308.wav	128800
100560115.wav	70240
000650064.wav	155200
101050341.wav	226560
100690274.wav	103680
000020495.wav	138080
000110364.wav	109600
100910398.wav	82080
000880478.wav	47040
100500093.wav	78400
102040246.wav	80640
100710305.wav	55680
100010405.wav	96800
100420324.wav	54880
101870091.wav	87680
000610020.wav	199360
100330379.wav	107680
000360077.wav	107152
002280284.wav	54224
000110043.wav	147040
000180381.wav	89280
001020147.wav	80640
102150099.wav	194400
000480479.wav	72160
000370171.wav	181600
001050466.wav	79520
101050235.wav	153760
001950072.wav	97760
100470251.wav	150240
000230173.wav	129280
002020290.wav	105600
101360427.wav	70720
100600246.wav	71360
101820346.wav	204640
102090045.wav	92640
100700296.wav	92000
001990350.wav	113440
101820019.wav	141120
100910444.wav	101600
000360046.wav	104800
100010069.wav	104320
100780255.wav	309280
102240360.wav	60160
100580095.wav	97120
100730151.wav	110080
000090269.wav	62720
100370315.wav	183680
000770412.wav	108800
000320128.wav	124000
002280130.wav	84640
102250112.wav	77568
000090383.wav	84000
002210033.wav	84096
101370328.wav	116320
000940142.wav	81163
100650409.wav	45280
100280276.wav	95040
000240221.wav	63200
000410221.wav	158240
001910074.wav	190400
101970151.wav	163520
001970498.wav	105440
101860089.wav	140800
102000349.wav	147680
001970259.wav	90560
001920348.wav	124000
000380443.wav	65600
001880047.wav	135360
000770481.wav	132160
000950228.wav	105040
000990225.wav	122880
100340359.wav	60960
000350328.wav	133600
000850373.wav	48256
100480006.wav	82880
100050149.wav	135840
100490074.wav	142080
101910019.wav	71680
000420316.wav	101600
101050484.wav	148640
000100155.wav	175040
102270435.wav	68912
100490034.wav	204960
100370446.wav	87200
100230269.wav	191888
000450239.wav	82560
100700424.wav	82080
100590307.wav	70400
000020063.wav	74720
100430322.wav	72480
101070197.wav	183520
102230116.wav	66880
100310151.wav	80000
100650063.wav	134560
001990285.wav	73120
102020066.wav	87520
100330218.wav	135040
100220246.wav	60320
100300199.wav	76160
001900248.wav	126880
002260005.wav	63600
000030400.wav	104960
001020035.wav	120768
000380016.wav	75680
002140468.wav	144800
101050177.wav	75200
100840394.wav	125760
100370322.wav	77920
000770018.wav	83520
100480166.wav	132320
100420132.wav	162560
001920307.wav	98400
000130023.wav	80320
002250176.wav	81920
101880316.wav	70400
000460485.wav	126560
101990156.wav	86400
000360111.wav	44800
102020446.wav	120000
000410368.wav	70720
000220247.wav	164640
100100153.wav	164000
101890271.wav	72640
100680039.wav	133760
000190127.wav	105920
000630235.wav	129760
100680200.wav	98720
100320120.wav	113280
000400068.wav	78080
101010351.wav	111680
000360214.wav	52160
100110339.wav	87040
100470210.wav	97920
001960052.wav	193760
102030204.wav	98880
100050166.wav	220320
001970356.wav	214400
102190083.wav	122416
101890326.wav	218400
100010238.wav	99200
000350338.wav	80000
100320210.wav	126080
001910158.wav	104480
000400270.wav	67520
101970298.wav	110080
100160238.wav	86240
101870357.wav	156640
102030321.wav	105440
000770242.wav	81760
101990303.wav	137120
100540030.wav	94240
100960400.wav	129440
100240337.wav	98240
000470105.wav	70576
000240324.wav	88800
001000132.wav	112000
102000234.wav	102240
100860159.wav	92480
000920384.wav	136592
100250402.wav	78080
100250169.wav	114240
100050317.wav	161280
102020321.wav	156800
101920339.wav	72160
101010077.wav	114560
102270024.wav	91360
002180314.wav	144000
000560485.wav	94807
100590378.wav	101600
001820043.wav	104160
101870346.wav	124800
102270179.wav	76800
101860412.wav	85440
000420381.wav	90080
000390233.wav	77440
000300234.wav	79360
000400157.wav	65920
100700133.wav	71040
100700288.wav	113760
100380176.wav	157440
102030064.wav	62560
101050134.wav	96960
000860475.wav	125440
001070250.wav	82240
002060227.wav	155680
001920189.wav	103360
101960274.wav	86080
001910021.wav	114400
101310340.wav	87200
100380141.wav	106080
101970485.wav	62560
102040027.wav	65600
000640430.wav	99200
000940215.wav	36752
100400335.wav	153120
001960399.wav	141760
000130088.wav	136480
002200490.wav	81920
100690161.wav	94880
100420208.wav	226560
100230327.wav	128480
000390399.wav	107520
000130413.wav	151680
102040383.wav	88640
002120096.wav	147040
100320258.wav	102720
000370476.wav	84800
102120307.wav	86240
002070225.wav	70080
100100269.wav	100480
000990469.wav	220000
000950087.wav	116480
101880492.wav	131520
000960321.wav	126240
100780372.wav	124800
000680260.wav	172320
000480211.wav	151360
000350306.wav	139360
000090335.wav	72480
100510315.wav	116000
100650028.wav	172480
100180385.wav	129280
000990217.wav	144320
000670343.wav	71040
001980169.wav	161600
100940186.wav	60640
002190274.wav	101760
000630115.wav	122560
001840045.wav	100960
002130098.wav	104320
100580189.wav	62400
000500456.wav	91200
100460030.wav	133920
000560103.wav	65600
100910343.wav	105600
000850294.wav	120800
102280427.wav	82240
000640259.wav	124480
000180433.wav	67840
100630066.wav	172640
102280103.wav	60800
000050246.wav	117920
000860131.wav	84800
002070104.wav	136480
000160388.wav	63200
101850014.wav	108800
100240081.wav	101600
100330229.wav	110080
000960131.wav	296960
001010008.wav	131040
000340180.wav	150560
000360147.wav	88800
101900329.wav	81920
100750264.wav	96320
002130371.wav	177600
001890048.wav	147360
001000293.wav	70720
000920470.wav	125184
100310031.wav	87360
102080322.wav	146400
002100482.wav	142240
002000410.wav	82560
101350492.wav	93440
002060228.wav	96320
102100034.wav	120960
001910447.wav	77280
100190268.wav	110080
000230277.wav	145920
100610011.wav	122880
000400079.wav	72000
102180110.wav	137280
101850301.wav	116800
100120365.wav	64000
000590201.wav	101600
100580115.wav	95200
102140347.wav	80192
000220417.wav	93280
000640458.wav	65440
101860164.wav	134880
100340438.wav	60800
101920183.wav	133760
100590148.wav	98240
001890132.wav	158400
102210101.wav	81952
100360452.wav	133440
101310110.wav	107360
101900064.wav	57920
002150097.wav	126240
001960191.wav	99040
102180491.wav	167200
002150369.wav	79200
100640362.wav	81760
102030279.wav	76640
000320361.wav	126080
001830302.wav	135040
000640317.wav	103200
002130150.wav	209920
102180317.wav	97120
100190035.wav	162080
000320136.wav	84160
000420475.wav	60640
100540014.wav	79520
001830130.wav	192320
002130330.wav	267360
101950139.wav	111200
100480244.wav	85120
101850300.wav	253440
101890096.wav	76320
102260150.wav	91360
002250495.wav	62080
101880109.wav	105440
002280127.wav	66400
002210293.wav	53600
100860424.wav	64640
100880456.wav	118400
100680417.wav	144000
002270480.wav	175520
000990025.wav	192160
002140234.wav	115360
100780432.wav	152000
002230203.wav	112480
000120010.wav	88800
102000245.wav	202400
100350175.wav	77920
001840065.wav	120640
100770271.wav	175360
000470483.wav	78400
100780047.wav	178560
102150397.wav	131200
000450433.wav	139360
001840329.wav	143840
101900230.wav	83680
001360437.wav	139840
001990211.wav	131344
001970256.wav	106560
000960388.wav	218080
102210351.wav	65920
001870272.wav	120960
100110198.wav	71520
100250008.wav	87040
102270413.wav	82368
000530486.wav	116000
101860489.wav	56480
100050269.wav	78080
000480148.wav	109280
000280179.wav	152160
100990497.wav	87680
100190380.wav	81120
101960182.wav	183200
101310443.wav	79200
100220155.wav	100000
002040483.wav	109920
101370448.wav	181552
100740162.wav	83840
001880128.wav	79520
000020453.wav	107680
000880048.wav	46880
100380074.wav	112640
001860464.wav	52160
002270237.wav	75312
000710112.wav	122080
000050302.wav	90400
100600499.wav	110240
000670385.wav	93920
002000221.wav	71360
000530255.wav	75200
002120103.wav	77920
100230034.wav	149920
101010196.wav	180160
100560112.wav	44800
100060311.wav	95200
001050003.wav	105280
100230340.wav	145280
102030380.wav	77760
100090051.wav	115360
102190053.wav	85888
102030206.wav	81120
100510283.wav	70400
100420465.wav	108800
002270318.wav	56736
000700030.wav	92608
102200218.wav	96000
001070076.wav	110672
000050190.wav	166240
002070115.wav	121280
100960396.wav	214880
100590132.wav	133120
001020216.wav	113600
000940331.wav	41440
102060431.wav	85440
000650069.wav	125120
100640096.wav	119040
100400473.wav	115040
001370268.wav	68080
000230422.wav	200320
000230394.wav	121568
101850346.wav	187040
100250087.wav	200160
100100120.wav	159680
000240206.wav	64960
000190259.wav	128480
000960071.wav	107680
002000415.wav	74560
101010384.wav	74880
100090249.wav	115040
000920308.wav	105280
100020009.wav	116320
100510285.wav	79840
102080361.wav	96960
100860248.wav	88800
100450089.wav	158720
102150381.wav	56320
002260032.wav	66560
002140062.wav	87680
101970407.wav	166720
002190447.wav	113840
002130219.wav	80160
100300362.wav	55840
100630116.wav	136480
000650039.wav	189280
000380262.wav	74720
102130264.wav	205120
100330102.wav	136640
002030122.wav	158400
100530246.wav	104480
000530482.wav	119200
002010297.wav	85280
101910097.wav	85120
000410395.wav	73280
100780253.wav	146400
102150045.wav	140480
000420103.wav	181280
101820192.wav	90080
001970423.wav	123840
102270100.wav	81616
101000056.wav	165280
000910457.wav	76160
000730333.wav	69760
000050063.wav	175680
100420153.wav	166400
000910238.wav	69120
002120238.wav	142560
101360495.wav	124800
102220427.wav	100000
101310393.wav	111360
102070476.wav	159840
000250423.wav	87520
100400481.wav	45760
000770411.wav	67200
002250137.wav	62240
100450135.wav	87552
001850133.wav	148512
002030439.wav	71840
002040477.wav	89760
000940074.wav	51840
002060263.wav	89232
102220184.wav	76960
100730484.wav	69440
000280323.wav	110240
100530405.wav	154560
001070043.wav	169824
000920044.wav	63360
001880261.wav	181600
102080109.wav	88320
000530209.wav	57920
101350137.wav	116496
001910174.wav	101440
101360178.wav	61424
100230437.wav	130720
000350108.wav	176160
000420263.wav	97760
100840260.wav	118720
100030329.wav	68160
100190346.wav	106240
000420127.wav	107200
000220212.wav	77600
100680350.wav	166240
101970450.wav	125280
000190363.wav	94720
001850458.wav	152480
100310232.wav	101760
000130152.wav	140160
100050050.wav	176480
100480029.wav	84480
000420342.wav	136480
001990326.wav	106720
001070475.wav	114400
000730409.wav	81280
100020075.wav	80480
100690377.wav	75680
102140196.wav	91376
101990131.wav	70400
001900315.wav	135520
100750157.wav	107680
100780319.wav	299040
000340109.wav	117440
000310179.wav	61920
000470011.wav	95360
000580253.wav	63520
100960382.wav	152960
100010226.wav	83520
000070206.wav	119680
102020033.wav	66080
000600324.wav	83360
101370430.wav	72320
000190107.wav	173280
000010417.wav	96320
102270263.wav	58656
101050401.wav	105760
000990165.wav	102080
100450059.wav	103840
100700005.wav	56160
100450487.wav	99840
001350233.wav	99200
101920095.wav	202400
101890243.wav	132480
100560018.wav	117280
102120342.wav	105440
100690090.wav	101760
100860270.wav	99360
101880012.wav	79520
000680064.wav	160064
100160030.wav	60960
000710315.wav	87520
000360365.wav	105440
100840300.wav	170720
001350450.wav	159360
100680390.wav	56640
101990250.wav	139840
002150120.wav	129440
100960366.wav	190240
000450081.wav	110400
102070285.wav	170240
000480314.wav	106080
101900406.wav	171840
100240203.wav	160320
101970272.wav	154080
002120331.wav	196160
100540441.wav	87040
000010277.wav	74720
002040282.wav	94400
000390053.wav	93440
000220204.wav	104320
100530419.wav	55520
102190120.wav	157776
001910435.wav	109120
102240198.wav	53360
100630413.wav	76160
000460081.wav	190080
000360436.wav	66400
001310234.wav	67200
100770167.wav	124640
102240147.wav	88960
100910243.wav	96160
100990101.wav	144640
100680017.wav	131680
002020452.wav	79680
102130284.wav	105760
000440498.wav	90720
100470279.wav	139200
000650091.wav	128800
002140154.wav	104960
100420449.wav	120160
100990371.wav	116640
102090107.wav	146400
000990484.wav	116800
100690338.wav	64320
000860193.wav	184480
001060092.wav	136640
002100179.wav	160000
000680439.wav	148000
000010010.wav	165280
002140168.wav	228960
000990193.wav	74400
100420457.wav	125120
002210176.wav	60640
101990195.wav	96000
100350486.wav	158080
000710404.wav	265280
102000014.wav	133440
000840117.wav	65120
101350175.wav	152480
000110393.wav	73440
101010150.wav	81440
000600281.wav	131664
000050116.wav	166560
102220161.wav	100800
101850434.wav	64160
100750327.wav	124480
100920298.wav	166880
100390353.wav	57440
000230052.wav	100800
002250316.wav	56960
102190224.wav	103520
100490056.wav	122080
002100157.wav	91680
102280198.wav	65280
000990397.wav	91040
100390413.wav	63184
000130182.wav	112960
101920165.wav	116480
101900101.wav	71520
101070059.wav	77440
101870282.wav	186080
102130087.wav	170720
100400364.wav	67200
100040316.wav	116640
100570492.wav	96000
101830294.wav	101120
100400256.wav	97920
000010035.wav	73600
001980487.wav	181760
100990378.wav	134720
101370299.wav	95712
102250192.wav	83520
000350077.wav	129920
000530044.wav	161760
000560086.wav	59840
001020165.wav	90560
002220461.wav	61760
100470367.wav	125440
100780024.wav	139360
101820231.wav	83040
002130069.wav	115040
002230493.wav	96000
102240241.wav	64448
000500194.wav	76800
000100250.wav	171360
100170096.wav	200000
102100344.wav	109760
100490247.wav	58560
000570355.wav	87200
000390088.wav	115520
101840104.wav	141440
101820007.wav	93120
000510009.wav	104800
000350377.wav	145920
002080059.wav	104640
102110097.wav	96480
000650224.wav	57600
102060375.wav	133920
002010093.wav	139680
001010099.wav	65280
100670460.wav	93120
100690260.wav	108640
100750205.wav	165440
000280308.wav	138080
102040249.wav	120640
100190332.wav	111200
100120007.wav	81904
102100119.wav	178880
000040075.wav	97600
001950483.wav	131520
002040002.wav	120848
100010388.wav	92160
002010238.wav	137120
000560474.wav	54880
102110006.wav	84000
102080289.wav	113760
102280317.wav	58080
001880251.wav	107200
101870016.wav	117600
000100276.wav	211200
100460065.wav	230720
002280490.wav	76480
000470225.wav	126400
102100364.wav	156000
002280238.wav	81280
000110465.wav	69280
000410397.wav	85280
100220229.wav	134720
100370209.wav	149440
001060095.wav	94240
100840457.wav	152480
100320374.wav	97760
000550251.wav	72320
100960367.wav	221440
000410262.wav	88800
000280227.wav	122720
000530280.wav	100480
000350495.wav	154240
000220223.wav	101600
100340365.wav	185920
101050302.wav	70240
100880221.wav	28480
000530431.wav	121280
000650463.wav	118400
000500108.wav	143040
001000260.wav	173280
000470494.wav	69920
101400168.wav	172944
000300276.wav	139680
000860009.wav	148960
100460333.wav	112640
100670086.wav	59840
000130201.wav	83040
002210165.wav	136480
100180353.wav	139520
000860279.wav	148640
002240340.wav	69600
001050226.wav	129440
002200095.wav	201440
000220299.wav	79200
100670104.wav	57600
001850116.wav	203200
100440500.wav	107840
102280036.wav	57600
000660447.wav	105920
001310026.wav	121120
100510100.wav	83200
000460418.wav	61280
002000286.wav	86720
001370058.wav	122368
000920464.wav	75680
000610041.wav	126688
000730236.wav	103520
102040134.wav	108480
000010338.wav	107840
100100064.wav	191520
001900251.wav	234080
100560260.wav	88480
002040109.wav	84000
100680102.wav	130400
102030053.wav	104640
102070195.wav	149280
001900337.wav	254880
000770148.wav	98720
102130178.wav	100480
101850086.wav	142720
000310250.wav	88800
102120292.wav	176960
001850263.wav	290080
002080477.wav	89440
101900144.wav	157280
100680447.wav	96320
100950269.wav	251520
002230305.wav	69696
102020497.wav	72160
001870216.wav	85600
100710307.wav	93440
100230292.wav	135520
000740057.wav	83840
000070225.wav	176640
100780337.wav	224640
102140450.wav	120800
000460332.wav	113600
100840252.wav	100160
100710288.wav	91040
101910029.wav	67520
101920108.wav	139360
000250288.wav	187040
101840188.wav	71040
100250173.wav	135040
000710032.wav	211360
000960008.wav	122304
100040396.wav	70240
100560479.wav	50880
000240497.wav	100160
002190191.wav	178752
001860336.wav	108000
000220182.wav	82560
100010414.wav	89440
102190330.wav	106368
102060217.wav	203360
000050430.wav	82720
102010357.wav	140320
101950430.wav	140960
001890378.wav	75520
000740054.wav	119520
102090480.wav	134240
102110110.wav	87680
001880164.wav	108912
000440462.wav	113440
100610493.wav	73760
000100268.wav	82560
002030440.wav	88368
000650014.wav	159840
000390499.wav	95040
100110144.wav	128640
002030246.wav	92800
000020303.wav	90080
100100365.wav	90080
100470380.wav	88000
100380203.wav	83520
000220001.wav	102688
102240307.wav	64640
000650085.wav	90880
102040135.wav	52800
101870296.wav	194400
001960187.wav	111200
101360478.wav	103520
002090263.wav	142720
000060101.wav	108160
002280212.wav	87744
101880032.wav	68160
100360438.wav	73920
000580218.wav	88160
101870059.wav	104160
000990187.wav	98240
002010479.wav	140320
002080354.wav	242560
100480232.wav	129280
000460360.wav	133120
002230488.wav	55520
002140180.wav	169120
102150209.wav	208160
100390451.wav	87360
002240116.wav	65696
100060430.wav	119040
001920104.wav	181760
000370487.wav	96640
000220174.wav	117280
000040258.wav	72480
002020054.wav	126560
100540435.wav	82560
002180135.wav	168160
101880424.wav	108960
100370371.wav	69280
002240061.wav	68480
100470119.wav	149440
000940417.wav	73600
002020330.wav	96640
002230008.wav	102080
100860049.wav	113120
101400445.wav	197600
000070345.wav	106400
100440021.wav	87360
100950325.wav	59520
100300396.wav	84960
000490200.wav	133280
102100323.wav	120640
102270120.wav	65024
101850177.wav	252960
100390173.wav	62240
100100041.wav	83200
001360133.wav	92800
000490229.wav	72000
100220176.wav	119840
100370264.wav	80960
100050366.wav	109600
000420062.wav	78752
100640194.wav	106560
101950405.wav	113920
000090248.wav	63520
100420195.wav	181440
000740308.wav	104640
102010112.wav	115040
102230419.wav	68800
102270455.wav	105632
000430258.wav	63200
100840389.wav	82880
100610355.wav	161280
102140085.wav	83360
100780375.wav	189280
102270002.wav	111008
102040020.wav	107680
102030406.wav	64960
100350322.wav	101760
102280082.wav	51680
000230255.wav	127680
101830288.wav	222240
100780197.wav	271040
000920037.wav	107632
001900011.wav	84640
100640205.wav	126240
100440356.wav	64640
001310091.wav	95840
102150076.wav	149600
000230425.wav	133600
101050159.wav	126608
002080248.wav	145600
000840079.wav	97248
101850365.wav	124800
101850055.wav	202240
002210328.wav	100960
001820284.wav	78240
100310099.wav	69120
000240399.wav	78560
000320304.wav	131680
100910277.wav	63200
101990444.wav	112000
100330369.wav	126400
002020369.wav	71360
000310130.wav	58080
000560016.wav	105280
000660472.wav	84960
102130299.wav	90400
100460126.wav	107840
000730159.wav	70400
100940108.wav	93760
000700052.wav	96160
000320470.wav	137760
000950284.wav	139200
000350034.wav	140800
100360294.wav	84320
000010138.wav	98400
000710334.wav	106560
001900307.wav	117120
102180352.wav	195840
002200261.wav	104240
001000499.wav	174400
100610450.wav	66736
000850198.wav	87200
100590361.wav	58880
002280109.wav	72160
100440201.wav	65920
001870099.wav	94240
000710088.wav	69776
001860268.wav	147520
100350411.wav	73600
102020247.wav	156160
002190158.wav	91072
101980087.wav	124320
102040104.wav	116000
100580232.wav	83680
000190344.wav	112480
000420168.wav	84640
000230372.wav	167200
000440255.wav	82560
101070088.wav	75200
101980015.wav	186080
101900272.wav	119040
100640230.wav	59520
101870185.wav	171520
101900009.wav	130400
000050066.wav	228960
100530230.wav	87200
000400063.wav	92960
001890163.wav	131840
100400495.wav	62560
102280129.wav	60160
001970017.wav	105120
000100074.wav	196480
100410124.wav	158080
000370381.wav	76800
101370185.wav	90512
002010486.wav	90720
